LINE ID	SPEAKER	NPCID	GetIsID	RACE	VOICE TYPE	QUEST	BRANCH	CATEGORY	TYPE	SUBTYPE	TOPIC	TOPICINFO	RESPONSE INDEX	FILENAME	FULL PATH	FILE FOUND	MODIFIED SINCE FILE CREATION	TOPIC TEXT	PROMPT	RESPONSE TEXT	EMOTION	POSTPROCESS	SCRIPT NOTES
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	Hit	MEKSCOSQuestChairDialogueHit	FormID 060518C7	1	MEKSCOSQue_MEKSCOSQuestCha_000518C7_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000518C7_1.wav	File Not Found				Ouch, dammit!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	Hit	MEKSCOSQuestChairDialogueHit	FormID 060518C8	1	MEKSCOSQue_MEKSCOSQuestCha_000518C8_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000518C8_1.wav	File Not Found				Arg!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	Hit	MEKSCOSQuestChairDialogueHit	FormID 060518CF	1	MEKSCOSQue_MEKSCOSQuestCha_000518CF_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000518CF_1.wav	File Not Found				It burns!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	Bash	MEKSCOSQuestChairDialogueBash	FormID 060518CA	1	MEKSCOSQue_MEKSCOSQuestCha_000518CA_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000518CA_1.wav	File Not Found				Gyah!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	Flee	MEKSCOSQuestChairDialogueFlee	FormID 060518CC	1	MEKSCOSQue_MEKSCOSQuestCha_000518CC_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000518CC_1.wav	File Not Found				I'm just a chair. let me live!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	Flee	MEKSCOSQuestChairDialogueFlee	FormID 060518CD	1	MEKSCOSQue_MEKSCOSQuestCha_000518CD_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000518CD_1.wav	File Not Found				I don't want to become firewood!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	Flee	MEKSCOSQuestChairDialogueFlee	FormID 060518CE	1	MEKSCOSQue_MEKSCOSQuestCha_000518CE_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000518CE_1.wav	File Not Found				If you kill me, there'll be no where left to sit!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	Death	MEKSCOSQuestChairDialogueDeath	FormID 060518D5	1	MEKSCOSQue_MEKSCOSQuestCha_000518D5_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000518D5_1.wav	File Not Found				Not like this!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	Taunt	MEKSCOSQuestChairDialogueTaunt	FormID 060518D8	1	MEKSCOSQue_MEKSCOSQuestCha_000518D8_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000518D8_1.wav	File Not Found				Is that all you've got, meat chushion?	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	Taunt	MEKSCOSQuestChairDialogueTaunt	FormID 060518D9	1	MEKSCOSQue_MEKSCOSQuestCha_000518D9_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000518D9_1.wav	File Not Found				Eat my bolts!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	Taunt	MEKSCOSQuestChairDialogueTaunt	FormID 060518DA	1	MEKSCOSQue_MEKSCOSQuestCha_000518DA_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000518DA_1.wav	File Not Found				Time to face the electric chair!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	Steal	MEKSCOSQuestChairDialogueSteal	FormID 060518DC	1	MEKSCOSQue_MEKSCOSQuestCha_000518DC_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000518DC_1.wav	File Not Found				You thieving meat cushion!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	AcceptYield	MEKSCOSQuestChairDialogueAcceptYield	FormID 060518E2	1	MEKSCOSQue_MEKSCOSQuestCha_000518E2_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000518E2_1.wav	File Not Found				It certainly looks like you've had enough.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	PickpocketCombat	MEKSCOSQuestChairDialoguePickpocketCombat	FormID 060518E4	1	MEKSCOSQue_MEKSCOSQuestCha_000518E4_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000518E4_1.wav	File Not Found				The coins in my cushions belong to me!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	PickpocketCombat	MEKSCOSQuestChairDialoguePickpocketCombat	FormID 060518E5	1	MEKSCOSQue_MEKSCOSQuestCha_000518E5_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000518E5_1.wav	File Not Found				Pickpockets get the electric chair!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	PickpocketCombat	MEKSCOSQuestChairDialoguePickpocketCombat	FormID 060518E6	1	MEKSCOSQue_MEKSCOSQuestCha_000518E6_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000518E6_1.wav	File Not Found				You're gonna die, thief!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	Assault	MEKSCOSQuestChairDialogueAssault	FormID 060518E9	1	MEKSCOSQue_MEKSCOSQuestCha_000518E9_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000518E9_1.wav	File Not Found				Someone's being attacked!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	Murder	MEKSCOSQuestChairDialogueMurder	FormID 060518EB	1	MEKSCOSQue_MEKSCOSQuestCha_000518EB_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000518EB_1.wav	File Not Found				You murderin' meat bag!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	Murder	MEKSCOSQuestChairDialogueMurder	FormID 060518EC	1	MEKSCOSQue_MEKSCOSQuestCha_000518EC_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000518EC_1.wav	File Not Found				We've got a murderer here!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	Trespass	MEKSCOSQuestChairDialogueTrespass	FormID 060518EE	1	MEKSCOSQue_MEKSCOSQuestCha_000518EE_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000518EE_1.wav	File Not Found				Leave, meat cushion, or else!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	Trespass	MEKSCOSQuestChairDialogueTrespass	FormID 060518EF	1	MEKSCOSQue_MEKSCOSQuestCha_000518EF_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000518EF_1.wav	File Not Found				Get out of here, meat cushion!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	Trespass	MEKSCOSQuestChairDialogueTrespass	FormID 060518F0	1	MEKSCOSQue_MEKSCOSQuestCha_000518F0_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000518F0_1.wav	File Not Found				Final warning. Leave now before I make sure you never sit right again.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	WereTransformCrime	MEKSCOSQuestChairDialogueWereTransformCrime	FormID 060518F2	1	MEKSCOSQue_MEKSCOSQuestCha_000518F2_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000518F2_1.wav	File Not Found				What a big, ugly, hairy, meat csuhion!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Detection	Detection	CombatToLost	MEKSCOSQuestChairDialogueCombatToLost	FormID 0604C7B0	1	MEKSCOSQue_MEKSCOSQuestCha_0004C7B0_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_0004C7B0_1.wav	File Found				Where'd you go, meat cushion?	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Detection	Detection	AlertToNormal	MEKSCOSQuestChairDialogueAlertToNormal	FormID 060476A6	1	MEKSCOSQue_MEKSCOSQuestCha_000476A6_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000476A6_1.wav	File Found				I guess it wasn't anything after all.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Detection	Detection	NormalToCombat	MEKSCOSQuestChairDialogueNormalToCombat	FormID 060476A3	1	MEKSCOSQue_MEKSCOSQuestCha_000476A3_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000476A3_1.wav	File Found				Die, meat cushion!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Detection	Detection	NormalToCombat	MEKSCOSQuestChairDialogueNormalToCombat	FormID 060476A4	1	MEKSCOSQue_MEKSCOSQuestCha_000476A4_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000476A4_1.wav	File Found				You're end is near, meat cushion.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Detection	Detection	NormalToAlert	MEKSCOSQuestChairDialogueNormalToAlert	FormID 0604769C	1	MEKSCOSQue_MEKSCOSQuestCha_0004769C_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_0004769C_1.wav	File Found				Is someone there?	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Detection	Detection	NormalToAlert	MEKSCOSQuestChairDialogueNormalToAlert	FormID 0604769D	1	MEKSCOSQue_MEKSCOSQuestCha_0004769D_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_0004769D_1.wav	File Found				Sounds like a meat cushion has come for an ass whoopin'.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Detection	Detection	LostIdle	MEKSCOSQuestChairDialogueLostIdle	FormID 06047699	1	MEKSCOSQue_MEKSCOSQuestCha_00047699_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_00047699_1.wav	File Found				When I find you, you'd better be dead already.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Detection	Detection	LostIdle	MEKSCOSQuestChairDialogueLostIdle	FormID 0604769A	1	MEKSCOSQue_MEKSCOSQuestCha_0004769A_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_0004769A_1.wav	File Found				Stop hiding, meat cushion.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Detection	Detection	AlertIdle	MEKSCOSQuestChairDialogueAlertIdle	FormID 06047696	1	MEKSCOSQue_MEKSCOSQuestCha_00047696_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_00047696_1.wav	File Found				I know there's a meat cushion lurking around here somewhere.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Detection	Detection	AlertIdle	MEKSCOSQuestChairDialogueAlertIdle	FormID 06047697	1	MEKSCOSQue_MEKSCOSQuestCha_00047697_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_00047697_1.wav	File Found				I know someone's here.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Detection	Detection	LostToNormal	MEKSCOSQuestChairDialogueLostToNormal	FormID 060518B3	1	MEKSCOSQue_MEKSCOSQuestCha_000518B3_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000518B3_1.wav	File Not Found				Looks like the meat cushion got away.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Detection	Detection	LostToNormal	MEKSCOSQuestChairDialogueLostToNormal	FormID 060518B4	1	MEKSCOSQue_MEKSCOSQuestCha_000518B4_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000518B4_1.wav	File Not Found				Damn! Lost 'em.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Detection	Detection	DetectFriendDie	MEKSCOSQuestChairDialogueDetectFriendDie	FormID 060518BD	1	MEKSCOSQue_MEKSCOSQuestCha_000518BD_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000518BD_1.wav	File Not Found				How could this happen? Search the shadows!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Miscellaneous	Miscellaneous	SharedInfo	MEKSCOSQuestChairDialogueSharedInfo	FormID 060518DF	1	MEKSCOSQue_MEKSCOSQuestCha_000518DF_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000518DF_1.wav	File Not Found				I hope you've learned your lesson.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Miscellaneous	Miscellaneous	SharedInfo	MEKSCOSQuestChairDialogueSharedInfo	FormID 060518DE	1	MEKSCOSQue_MEKSCOSQuestCha_000518DE_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000518DE_1.wav	File Not Found				Never underestimate a chair again!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Miscellaneous	Miscellaneous	SharedInfo	MEKSCOSQuestChairDialogueSharedInfo	FormID 060518D2	1	MEKSCOSQue_MEKSCOSQuestCha_000518D2_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000518D2_1.wav	File Not Found				No... I have become splinters...	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Miscellaneous	Miscellaneous	SharedInfo	MEKSCOSQuestChairDialogueSharedInfo	FormID 060518B9	1	MEKSCOSQue_MEKSCOSQuestCha_000518B9_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000518B9_1.wav	File Not Found				It's time for you to learn the true power of Chairs.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Miscellaneous	Miscellaneous	SharedInfo	MEKSCOSQuestChairDialogueSharedInfo	FormID 060518B8	1	MEKSCOSQue_MEKSCOSQuestCha_000518B8_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000518B8_1.wav	File Not Found				You're dead!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Miscellaneous	Miscellaneous	SharedInfo	MEKSCOSQuestChairDialogueSharedInfo	FormID 060518B6	1	MEKSCOSQue_MEKSCOSQuestCha_000518B6_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000518B6_1.wav	File Not Found				Found you, meat cushion.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Miscellaneous	Miscellaneous	SharedInfo	MEKSCOSQuestChairDialogueSharedInfo	FormID 0604C7A9	1	MEKSCOSQue_MEKSCOSQuestCha_0004C7A9_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_0004C7A9_1.wav	File Found				Must've thought twice about messing with me.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Miscellaneous	Miscellaneous	TimeToGo	MEKSCOSQuestChairDialogueTimeToGo	FormID 06042593	1	MEKSCOSQue_MEKSCOSQuestCha_00042593_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_00042593_1.wav	File Found				Meat chushion, meet door. Now.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Miscellaneous	Miscellaneous	PlayerShout	MEKSCOSQuestChairDialoguePlayerShout	FormID 0603D48F	1	MEKSCOSQue_MEKSCOSQuestCha_0003D48F_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_0003D48F_1.wav	File Found				Great. A Dragonborn meat cushion.	Neutral 50			
