LINE ID	SPEAKER	NPCID	GetIsID	RACE	VOICE TYPE	QUEST	BRANCH	CATEGORY	TYPE	SUBTYPE	TOPIC	TOPICINFO	RESPONSE INDEX	FILENAME	FULL PATH	FILE FOUND	MODIFIED SINCE FILE CREATION	TOPIC TEXT	PROMPT	RESPONSE TEXT	EMOTION	POSTPROCESS	SCRIPT NOTES
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	BleedOut	MEKSCOSQuestMaleChairSassyDialogueBleedOut	FormID 0606AEAD	1	MEKSCOSQue_MEKSCOSQuestMal_0006AEAD_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_0006AEAD_1.wav	File Not Found				It hurts so good!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	BleedOut	MEKSCOSQuestMaleChairSassyDialogueBleedOut	FormID 0606AEAE	1	MEKSCOSQue_MEKSCOSQuestMal_0006AEAE_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_0006AEAE_1.wav	File Not Found				Normally I have to pay for this kind of beating...	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	BleedOut	MEKSCOSQuestMaleChairSassyDialogueBleedOut	FormID 0606AEAF	1	MEKSCOSQue_MEKSCOSQuestMal_0006AEAF_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_0006AEAF_1.wav	File Not Found				I'm spent, meat cheeks.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	BleedOut	MEKSCOSQuestMaleChairSassyDialogueBleedOut	FormID 0606AEB0	1	MEKSCOSQue_MEKSCOSQuestMal_0006AEB0_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_0006AEB0_1.wav	File Not Found				I'm not done yet...	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Death	MEKSCOSQuestMaleChairSassyDialogueDeath	FormID 0606AEB2	1	MEKSCOSQue_MEKSCOSQuestMal_0006AEB2_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_0006AEB2_1.wav	File Not Found				Noooooo....	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Death	MEKSCOSQuestMaleChairSassyDialogueDeath	FormID 0606AEB3	1	MEKSCOSQue_MEKSCOSQuestMal_0006AEB3_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_0006AEB3_1.wav	File Not Found				Sanguine take me...	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Death	MEKSCOSQuestMaleChairSassyDialogueDeath	FormID 0606AEB4	1	MEKSCOSQue_MEKSCOSQuestMal_0006AEB4_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_0006AEB4_1.wav	File Not Found				Mmmmmmmmmmmmmmmmmmm	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Death	MEKSCOSQuestMaleChairSassyDialogueDeath	FormID 0606AEB5	1	MEKSCOSQue_MEKSCOSQuestMal_0006AEB5_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_0006AEB5_1.wav	File Not Found				Please... defile my corpse!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Taunt	MEKSCOSQuestMaleChairSassyDialogueTaunt	FormID 0606AEB9	1	MEKSCOSQue_MEKSCOSQuestMal_0006AEB9_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_0006AEB9_1.wav	File Not Found				You can do better, sweet meat!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Taunt	MEKSCOSQuestMaleChairSassyDialogueTaunt	FormID 0606AEBA	1	MEKSCOSQue_MEKSCOSQuestMal_0006AEBA_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_0006AEBA_1.wav	File Not Found				How's it feel to get beat by a chair?	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Taunt	MEKSCOSQuestMaleChairSassyDialogueTaunt	FormID 0606AEBB	1	MEKSCOSQue_MEKSCOSQuestMal_0006AEBB_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_0006AEBB_1.wav	File Not Found				Is that the best you've got?	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Taunt	MEKSCOSQuestMaleChairSassyDialogueTaunt	FormID 0606AEBC	1	MEKSCOSQue_MEKSCOSQuestMal_0006AEBC_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_0006AEBC_1.wav	File Not Found				I'm going to enjoy beating you!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Taunt	MEKSCOSQuestMaleChairSassyDialogueTaunt	FormID 0606AEBD	1	MEKSCOSQue_MEKSCOSQuestMal_0006AEBD_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_0006AEBD_1.wav	File Not Found				Remember, the safe word is "Sanguine"!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Taunt	MEKSCOSQuestMaleChairSassyDialogueTaunt	FormID 0606AEBE	1	MEKSCOSQue_MEKSCOSQuestMal_0006AEBE_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_0006AEBE_1.wav	File Not Found				Woohohohoho!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	WereTransformCrime	MEKSCOSQuestMaleChairSassyDialogueWereTransformCrime	FormID 0606AEC0	1	MEKSCOSQue_MEKSCOSQuestMal_0006AEC0_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_0006AEC0_1.wav	File Not Found				Mmmmm.. so furry!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	WereTransformCrime	MEKSCOSQuestMaleChairSassyDialogueWereTransformCrime	FormID 0606AEC1	1	MEKSCOSQue_MEKSCOSQuestMal_0006AEC1_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_0006AEC1_1.wav	File Not Found				Oooo.. what else can you turn into?	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	AcceptYield	MEKSCOSQuestMaleChairSassyDialogueAcceptYield	FormID 0606AEC3	1	MEKSCOSQue_MEKSCOSQuestMal_0006AEC3_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_0006AEC3_1.wav	File Not Found				Damn... you said the safe word.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	AcceptYield	MEKSCOSQuestMaleChairSassyDialogueAcceptYield	FormID 0606AEC8	1	MEKSCOSQue_MEKSCOSQuestMal_0006AEC8_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_0006AEC8_1.wav	File Not Found				Oh alright.... just let me know if you want more spankings.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Steal	MEKSCOSQuestMaleChairSassyDialogueSteal	FormID 0606AECA	1	MEKSCOSQue_MEKSCOSQuestMal_0006AECA_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_0006AECA_1.wav	File Not Found				You naughty boy... that's not yours!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Steal	MEKSCOSQuestMaleChairSassyDialogueSteal	FormID 0606AECB	1	MEKSCOSQue_MEKSCOSQuestMal_0006AECB_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_0006AECB_1.wav	File Not Found				You naughty girl... that's not yours!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Steal	MEKSCOSQuestMaleChairSassyDialogueSteal	FormID 0606AECD	1	MEKSCOSQue_MEKSCOSQuestMal_0006AECD_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_0006AECD_1.wav	File Not Found				You could have stolen my heart instead!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	PickpocketCombat	MEKSCOSQuestMaleChairSassyDialoguePickpocketCombat	FormID 0606AECF	1	MEKSCOSQue_MEKSCOSQuestMal_0006AECF_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_0006AECF_1.wav	File Not Found				I knew I felt fingers penetrating my cushions from behind!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	PickpocketCombat	MEKSCOSQuestMaleChairSassyDialoguePickpocketCombat	FormID 0606AED2	1	MEKSCOSQue_MEKSCOSQuestMal_0006AED2_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_0006AED2_1.wav	File Not Found				You should at least ask before putting your hands on my cushions...	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Assault	MEKSCOSQuestMaleChairSassyDialogueAssault	FormID 0606AED4	1	MEKSCOSQue_MEKSCOSQuestMal_0006AED4_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_0006AED4_1.wav	File Not Found				Ooo a free beating!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Assault	MEKSCOSQuestMaleChairSassyDialogueAssault	FormID 0606AED5	1	MEKSCOSQue_MEKSCOSQuestMal_0006AED5_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_0006AED5_1.wav	File Not Found				Hey! Save some of that for me!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Assault	MEKSCOSQuestMaleChairSassyDialogueAssault	FormID 0606AED6	1	MEKSCOSQue_MEKSCOSQuestMal_0006AED6_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_0006AED6_1.wav	File Not Found				Kinky of you to do that here...	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Murder	MEKSCOSQuestMaleChairSassyDialogueMurder	FormID 0606AED8	1	MEKSCOSQue_MEKSCOSQuestMal_0006AED8_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_0006AED8_1.wav	File Not Found				Oh no... someone took the spankin's too far!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Murder	MEKSCOSQuestMaleChairSassyDialogueMurder	FormID 0606AED9	1	MEKSCOSQue_MEKSCOSQuestMal_0006AED9_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_0006AED9_1.wav	File Not Found				Somebody help!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Detection	Detection	DetectFriendDie	MEKSCOSQuestMaleChairSassyDialogueDetectFriendDie	FormID 06065D95	1	MEKSCOSQue_MEKSCOSQuestMal_00065D95_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_00065D95_1.wav	File Found				Nooo... they always fluffed my cushions just right.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Detection	Detection	DetectFriendDie	MEKSCOSQuestMaleChairSassyDialogueDetectFriendDie	FormID 06065D96	1	MEKSCOSQue_MEKSCOSQuestMal_00065D96_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_00065D96_1.wav	File Found				Oh no! Watch your behinds... we have an assassin about!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Detection	Detection	DetectFriendDie	MEKSCOSQuestMaleChairSassyDialogueDetectFriendDie	FormID 06065D97	1	MEKSCOSQue_MEKSCOSQuestMal_00065D97_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_00065D97_1.wav	File Found				What in the...?	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Detection	Detection	CombatToLost	MEKSCOSQuestMaleChairSassyDialogueCombatToLost	FormID 06065D84	1	MEKSCOSQue_MEKSCOSQuestMal_00065D84_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_00065D84_1.wav	File Found				Come back and I'll let you beat me this time!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Detection	Detection	CombatToNormal	MEKSCOSQuestMaleChairSassyDialogueCombatToNormal	FormID 06065D7F	1	MEKSCOSQue_MEKSCOSQuestMal_00065D7F_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_00065D7F_1.wav	File Found				Phew...  could use a leg wax after that!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Detection	Detection	NormalToCombat	MEKSCOSQuestMaleChairSassyDialogueNormalToCombat	FormID 06065D73	1	MEKSCOSQue_MEKSCOSQuestMal_00065D73_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_00065D73_1.wav	File Found				Oh you cheeky meat cushion, I just knew you were into beatings!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Detection	Detection	NormalToCombat	MEKSCOSQuestMaleChairSassyDialogueNormalToCombat	FormID 06065D74	1	MEKSCOSQue_MEKSCOSQuestMal_00065D74_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_00065D74_1.wav	File Found				Do I beat you? Or do you beat me? Or do we beat each other? I'm down for whatever!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Detection	Detection	LostIdle	MEKSCOSQuestMaleChairSassyDialogueLostIdle	FormID 06065D5D	1	MEKSCOSQue_MEKSCOSQuestMal_00065D5D_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_00065D5D_1.wav	File Found				When I find you you're in for a beating from some seating!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Detection	Detection	LostIdle	MEKSCOSQuestMaleChairSassyDialogueLostIdle	FormID 06065D5E	1	MEKSCOSQue_MEKSCOSQuestMal_00065D5E_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_00065D5E_1.wav	File Found				Come out and play. I won't bite... unless you're into that...	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Detection	Detection	LostIdle	MEKSCOSQuestMaleChairSassyDialogueLostIdle	FormID 06065D60	1	MEKSCOSQue_MEKSCOSQuestMal_00065D60_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_00065D60_1.wav	File Found				I hope when I find you, you're already tied up.	Neutral 50			
