LINE ID	SPEAKER	NPCID	GetIsID	RACE	VOICE TYPE	QUEST	BRANCH	CATEGORY	TYPE	SUBTYPE	TOPIC	TOPICINFO	RESPONSE INDEX	FILENAME	FULL PATH	FILE FOUND	MODIFIED SINCE FILE CREATION	TOPIC TEXT	PROMPT	RESPONSE TEXT	EMOTION	POSTPROCESS	SCRIPT NOTES
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	AcceptYield	MEKSCOSQuestMaleChairSassyDialogueAcceptYield	FormID 060009EF	1	MEKSCOSQue_MEKSCOSQuestMal_000009EF_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009EF_1.wav	File Not Found				Damn... you said the safe word.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	AcceptYield	MEKSCOSQuestMaleChairSassyDialogueAcceptYield	FormID 060009F2	1	MEKSCOSQue_MEKSCOSQuestMal_000009F2_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009F2_1.wav	File Not Found				Oh alright.... just let me know if you want more spankings.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	WereTransformCrime	MEKSCOSQuestMaleChairSassyDialogueWereTransformCrime	FormID 060009EC	1	MEKSCOSQue_MEKSCOSQuestMal_000009EC_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009EC_1.wav	File Not Found				Mmmmm.. so furry!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	WereTransformCrime	MEKSCOSQuestMaleChairSassyDialogueWereTransformCrime	FormID 060009ED	1	MEKSCOSQue_MEKSCOSQuestMal_000009ED_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009ED_1.wav	File Not Found				Oooo.. what else can you turn into?	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Taunt	MEKSCOSQuestMaleChairSassyDialogueTaunt	FormID 060009E5	1	MEKSCOSQue_MEKSCOSQuestMal_000009E5_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009E5_1.wav	File Not Found				You can do better, sweet meat!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Taunt	MEKSCOSQuestMaleChairSassyDialogueTaunt	FormID 060009E6	1	MEKSCOSQue_MEKSCOSQuestMal_000009E6_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009E6_1.wav	File Not Found				How's it feel to get beat by a chair?	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Taunt	MEKSCOSQuestMaleChairSassyDialogueTaunt	FormID 060009E7	1	MEKSCOSQue_MEKSCOSQuestMal_000009E7_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009E7_1.wav	File Not Found				Is that the best you've got?	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Taunt	MEKSCOSQuestMaleChairSassyDialogueTaunt	FormID 060009E8	1	MEKSCOSQue_MEKSCOSQuestMal_000009E8_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009E8_1.wav	File Not Found				I'm going to enjoy beating you!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Taunt	MEKSCOSQuestMaleChairSassyDialogueTaunt	FormID 060009E9	1	MEKSCOSQue_MEKSCOSQuestMal_000009E9_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009E9_1.wav	File Not Found				Remember, the safe word is "Sanguine"!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Taunt	MEKSCOSQuestMaleChairSassyDialogueTaunt	FormID 060009EA	1	MEKSCOSQue_MEKSCOSQuestMal_000009EA_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009EA_1.wav	File Not Found				Woohohohoho!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Death	MEKSCOSQuestMaleChairSassyDialogueDeath	FormID 060009DF	1	MEKSCOSQue_MEKSCOSQuestMal_000009DF_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009DF_1.wav	File Not Found				Noooooo....	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Death	MEKSCOSQuestMaleChairSassyDialogueDeath	FormID 060009E0	1	MEKSCOSQue_MEKSCOSQuestMal_000009E0_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009E0_1.wav	File Not Found				Sanguine take me...	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Death	MEKSCOSQuestMaleChairSassyDialogueDeath	FormID 060009E1	1	MEKSCOSQue_MEKSCOSQuestMal_000009E1_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009E1_1.wav	File Not Found				Mmmmmmmmmmmmmmmmmmm	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Death	MEKSCOSQuestMaleChairSassyDialogueDeath	FormID 060009E2	1	MEKSCOSQue_MEKSCOSQuestMal_000009E2_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009E2_1.wav	File Not Found				Please... defile my corpse!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	BleedOut	MEKSCOSQuestMaleChairSassyDialogueBleedOut	FormID 060009DA	1	MEKSCOSQue_MEKSCOSQuestMal_000009DA_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009DA_1.wav	File Not Found				It hurts so good!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	BleedOut	MEKSCOSQuestMaleChairSassyDialogueBleedOut	FormID 060009DB	1	MEKSCOSQue_MEKSCOSQuestMal_000009DB_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009DB_1.wav	File Not Found				Normally I have to pay for this kind of beating...	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	BleedOut	MEKSCOSQuestMaleChairSassyDialogueBleedOut	FormID 060009DC	1	MEKSCOSQue_MEKSCOSQuestMal_000009DC_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009DC_1.wav	File Not Found				I'm spent, meat cheeks.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	BleedOut	MEKSCOSQuestMaleChairSassyDialogueBleedOut	FormID 060009DD	1	MEKSCOSQue_MEKSCOSQuestMal_000009DD_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009DD_1.wav	File Not Found				I'm not done yet...	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Flee	MEKSCOSQuestMaleChairSassyDialogueFlee	FormID 060009D6	1	MEKSCOSQue_MEKSCOSQuestMal_000009D6_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009D6_1.wav	File Not Found				Dammit... what was the safe word again? Sangine! Sanguine!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Flee	MEKSCOSQuestMaleChairSassyDialogueFlee	FormID 060009D7	1	MEKSCOSQue_MEKSCOSQuestMal_000009D7_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009D7_1.wav	File Not Found				I wanted a beating... but not like that!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Flee	MEKSCOSQuestMaleChairSassyDialogueFlee	FormID 060009D8	1	MEKSCOSQue_MEKSCOSQuestMal_000009D8_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009D8_1.wav	File Not Found				Look at me.. playing hard to get!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Hit	MEKSCOSQuestMaleChairSassyDialogueHit	FormID 060009CF	1	MEKSCOSQue_MEKSCOSQuestMal_000009CF_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009CF_1.wav	File Not Found				Mmmm!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Hit	MEKSCOSQuestMaleChairSassyDialogueHit	FormID 060009D0	1	MEKSCOSQue_MEKSCOSQuestMal_000009D0_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009D0_1.wav	File Not Found				Yes!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Hit	MEKSCOSQuestMaleChairSassyDialogueHit	FormID 060009D1	1	MEKSCOSQue_MEKSCOSQuestMal_000009D1_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009D1_1.wav	File Not Found				Unnh!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Hit	MEKSCOSQuestMaleChairSassyDialogueHit	FormID 060009D2	1	MEKSCOSQue_MEKSCOSQuestMal_000009D2_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009D2_1.wav	File Not Found				Yea, just like that.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Hit	MEKSCOSQuestMaleChairSassyDialogueHit	FormID 060009D3	1	MEKSCOSQue_MEKSCOSQuestMal_000009D3_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009D3_1.wav	File Not Found				Ooooo!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Hit	MEKSCOSQuestMaleChairSassyDialogueHit	FormID 060009D4	1	MEKSCOSQue_MEKSCOSQuestMal_000009D4_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009D4_1.wav	File Not Found				Aaaah!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	PowerAttack	MEKSCOSQuestMaleChairSassyDialoguePowerAttack	FormID 060009CA	1	MEKSCOSQue_MEKSCOSQuestMal_000009CA_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009CA_1.wav	File Not Found				MmmmmmmmmmmmmmmmmMmm	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	PowerAttack	MEKSCOSQuestMaleChairSassyDialoguePowerAttack	FormID 060009CB	1	MEKSCOSQue_MEKSCOSQuestMal_000009CB_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009CB_1.wav	File Not Found				Nnnnnnnyyummy!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	PowerAttack	MEKSCOSQuestMaleChairSassyDialoguePowerAttack	FormID 060009CC	1	MEKSCOSQue_MEKSCOSQuestMal_000009CC_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009CC_1.wav	File Not Found				Nnnnnnngh	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Attack	MEKSCOSQuestMaleChairSassyDialogueAttack	FormID 060009C7	1	MEKSCOSQue_MEKSCOSQuestMal_000009C7_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009C7_1.wav	File Not Found				We didn't set a safe word first.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Combat	Combat	Attack	MEKSCOSQuestMaleChairSassyDialogueAttack	FormID 060009C8	1	MEKSCOSQue_MEKSCOSQuestMal_000009C8_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009C8_1.wav	File Not Found				Bring it on, sweet meat.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Detection	Detection	DetectFriendDie	MEKSCOSQuestMaleChairSassyDialogueDetectFriendDie	FormID 060009C2	1	MEKSCOSQue_MEKSCOSQuestMal_000009C2_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009C2_1.wav	File Not Found				Nooo... they always fluffed my cushions just right.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Detection	Detection	DetectFriendDie	MEKSCOSQuestMaleChairSassyDialogueDetectFriendDie	FormID 060009C3	1	MEKSCOSQue_MEKSCOSQuestMal_000009C3_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009C3_1.wav	File Not Found				Oh no! Watch your behinds... we have an assassin about!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Detection	Detection	DetectFriendDie	MEKSCOSQuestMaleChairSassyDialogueDetectFriendDie	FormID 060009C4	1	MEKSCOSQue_MEKSCOSQuestMal_000009C4_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009C4_1.wav	File Not Found				What in the...?	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Detection	Detection	CombatToLost	MEKSCOSQuestMaleChairSassyDialogueCombatToLost	FormID 060009B6	1	MEKSCOSQue_MEKSCOSQuestMal_000009B6_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009B6_1.wav	File Not Found				Come back and I'll let you beat me this time!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Detection	Detection	CombatToNormal	MEKSCOSQuestMaleChairSassyDialogueCombatToNormal	FormID 060009B2	1	MEKSCOSQue_MEKSCOSQuestMal_000009B2_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009B2_1.wav	File Not Found				Phew...  could use a leg wax after that!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Detection	Detection	NormalToCombat	MEKSCOSQuestMaleChairSassyDialogueNormalToCombat	FormID 060009A8	1	MEKSCOSQue_MEKSCOSQuestMal_000009A8_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009A8_1.wav	File Not Found				Oh you cheeky meat cushion, I just knew you were into beatings!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Detection	Detection	NormalToCombat	MEKSCOSQuestMaleChairSassyDialogueNormalToCombat	FormID 060009A9	1	MEKSCOSQue_MEKSCOSQuestMal_000009A9_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_000009A9_1.wav	File Not Found				Do I beat you? Or do you beat me? Or do we beat each other? I'm down for whatever!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Detection	Detection	LostIdle	MEKSCOSQuestMaleChairSassyDialogueLostIdle	FormID 06000996	1	MEKSCOSQue_MEKSCOSQuestMal_00000996_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_00000996_1.wav	File Not Found				When I find you you're in for a beating from some seating!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Detection	Detection	LostIdle	MEKSCOSQuestMaleChairSassyDialogueLostIdle	FormID 06000997	1	MEKSCOSQue_MEKSCOSQuestMal_00000997_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_00000997_1.wav	File Not Found				Come out and play. I won't bite... unless you're into that...	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Detection	Detection	LostIdle	MEKSCOSQuestMaleChairSassyDialogueLostIdle	FormID 06000999	1	MEKSCOSQue_MEKSCOSQuestMal_00000999_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_00000999_1.wav	File Not Found				I hope when I find you, you're already tied up.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairSassy	MEKSCOSQuestMaleChairSassyDialogue	(none)	Detection	Detection	AlertIdle	MEKSCOSQuestMaleChairSassyDialogueAlertIdle	FormID 0600098F	1	MEKSCOSQue_MEKSCOSQuestMal_0000098F_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairSassy\MEKSCOSQue_MEKSCOSQuestMal_0000098F_1.wav	File Not Found				I'm sure I heard some meat cheeks lookin' for a seat.	Neutral 50			
