LINE ID	SPEAKER	NPCID	GetIsID	RACE	VOICE TYPE	QUEST	BRANCH	CATEGORY	TYPE	SUBTYPE	TOPIC	TOPICINFO	RESPONSE INDEX	FILENAME	FULL PATH	FILE FOUND	MODIFIED SINCE FILE CREATION	TOPIC TEXT	PROMPT	RESPONSE TEXT	EMOTION	POSTPROCESS	SCRIPT NOTES
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	Taunt	MEKSCOSQuestChairDialogueTaunt	FormID 06000907	1	MEKSCOSQue_MEKSCOSQuestCha_00000907_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_00000907_1.wav	File Not Found				Is that all you've got, meat chushion?	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	Taunt	MEKSCOSQuestChairDialogueTaunt	FormID 06000908	1	MEKSCOSQue_MEKSCOSQuestCha_00000908_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_00000908_1.wav	File Not Found				Eat my bolts!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	Taunt	MEKSCOSQuestChairDialogueTaunt	FormID 06000909	1	MEKSCOSQue_MEKSCOSQuestCha_00000909_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_00000909_1.wav	File Not Found				Time to face the electric chair!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	Death	MEKSCOSQuestChairDialogueDeath	FormID 06000904	1	MEKSCOSQue_MEKSCOSQuestCha_00000904_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_00000904_1.wav	File Not Found				Not like this!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	Flee	MEKSCOSQuestChairDialogueFlee	FormID 060008FD	1	MEKSCOSQue_MEKSCOSQuestCha_000008FD_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000008FD_1.wav	File Not Found				I'm just a chair. let me live!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	Flee	MEKSCOSQuestChairDialogueFlee	FormID 060008FE	1	MEKSCOSQue_MEKSCOSQuestCha_000008FE_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000008FE_1.wav	File Not Found				I don't want to become firewood!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	Flee	MEKSCOSQuestChairDialogueFlee	FormID 060008FF	1	MEKSCOSQue_MEKSCOSQuestCha_000008FF_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000008FF_1.wav	File Not Found				If you kill me, there'll be no where left to sit!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	Bash	MEKSCOSQuestChairDialogueBash	FormID 060008FB	1	MEKSCOSQue_MEKSCOSQuestCha_000008FB_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000008FB_1.wav	File Not Found				Gyah!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	Hit	MEKSCOSQuestChairDialogueHit	FormID 060008F6	1	MEKSCOSQue_MEKSCOSQuestCha_000008F6_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000008F6_1.wav	File Not Found				Dammit! That's going to splinter.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	Hit	MEKSCOSQuestChairDialogueHit	FormID 060008F7	1	MEKSCOSQue_MEKSCOSQuestCha_000008F7_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000008F7_1.wav	File Not Found				Ouch, dammit!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	Hit	MEKSCOSQuestChairDialogueHit	FormID 060008F8	1	MEKSCOSQue_MEKSCOSQuestCha_000008F8_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000008F8_1.wav	File Not Found				Arg!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	Hit	MEKSCOSQuestChairDialogueHit	FormID 060008F9	1	MEKSCOSQue_MEKSCOSQuestCha_000008F9_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000008F9_1.wav	File Not Found				It burns!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	PowerAttack	MEKSCOSQuestChairDialoguePowerAttack	FormID 060008F3	1	MEKSCOSQue_MEKSCOSQuestCha_000008F3_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000008F3_1.wav	File Not Found				Raaaaaaaaaaaaaah!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	PowerAttack	MEKSCOSQuestChairDialoguePowerAttack	FormID 060008F4	1	MEKSCOSQue_MEKSCOSQuestCha_000008F4_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000008F4_1.wav	File Not Found				Yaaaaaaaah!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	Attack	MEKSCOSQuestChairDialogueAttack	FormID 060008EE	1	MEKSCOSQue_MEKSCOSQuestCha_000008EE_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000008EE_1.wav	File Not Found				Hyaah!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	Attack	MEKSCOSQuestChairDialogueAttack	FormID 060008EF	1	MEKSCOSQue_MEKSCOSQuestCha_000008EF_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000008EF_1.wav	File Not Found				Take that, meat cushion!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	Attack	MEKSCOSQuestChairDialogueAttack	FormID 060008F0	1	MEKSCOSQue_MEKSCOSQuestCha_000008F0_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000008F0_1.wav	File Not Found				Rah!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Combat	Combat	Attack	MEKSCOSQuestChairDialogueAttack	FormID 060008F1	1	MEKSCOSQue_MEKSCOSQuestCha_000008F1_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000008F1_1.wav	File Not Found				Zap zap, meat cushion!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Detection	Detection	DetectFriendDie	MEKSCOSQuestChairDialogueDetectFriendDie	FormID 060008EC	1	MEKSCOSQue_MEKSCOSQuestCha_000008EC_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000008EC_1.wav	File Not Found				How could this happen? Search the shadows!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Detection	Detection	LostToNormal	MEKSCOSQuestChairDialogueLostToNormal	FormID 060008E5	1	MEKSCOSQue_MEKSCOSQuestCha_000008E5_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000008E5_1.wav	File Not Found				Looks like the meat cushion got away.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Detection	Detection	LostToNormal	MEKSCOSQuestChairDialogueLostToNormal	FormID 060008E6	1	MEKSCOSQue_MEKSCOSQuestCha_000008E6_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000008E6_1.wav	File Not Found				Damn! Lost 'em.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Detection	Detection	CombatToLost	MEKSCOSQuestChairDialogueCombatToLost	FormID 060008E2	1	MEKSCOSQue_MEKSCOSQuestCha_000008E2_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000008E2_1.wav	File Not Found				Where'd you go, meat cushion?	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Detection	Detection	AlertToNormal	MEKSCOSQuestChairDialogueAlertToNormal	FormID 060008D4	1	MEKSCOSQue_MEKSCOSQuestCha_000008D4_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000008D4_1.wav	File Not Found				I guess it wasn't anything after all.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Detection	Detection	NormalToCombat	MEKSCOSQuestChairDialogueNormalToCombat	FormID 060008D1	1	MEKSCOSQue_MEKSCOSQuestCha_000008D1_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000008D1_1.wav	File Not Found				Die, meat cushion!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Detection	Detection	NormalToCombat	MEKSCOSQuestChairDialogueNormalToCombat	FormID 060008D2	1	MEKSCOSQue_MEKSCOSQuestCha_000008D2_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000008D2_1.wav	File Not Found				You're end is near, meat cushion.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Detection	Detection	NormalToAlert	MEKSCOSQuestChairDialogueNormalToAlert	FormID 060008CA	1	MEKSCOSQue_MEKSCOSQuestCha_000008CA_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000008CA_1.wav	File Not Found				Is someone there?	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Detection	Detection	NormalToAlert	MEKSCOSQuestChairDialogueNormalToAlert	FormID 060008CB	1	MEKSCOSQue_MEKSCOSQuestCha_000008CB_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000008CB_1.wav	File Not Found				Sounds like a meat cushion has come for an ass whoopin'.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Detection	Detection	LostIdle	MEKSCOSQuestChairDialogueLostIdle	FormID 060008C6	1	MEKSCOSQue_MEKSCOSQuestCha_000008C6_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000008C6_1.wav	File Not Found				When I find you, you'd better be dead already.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Detection	Detection	LostIdle	MEKSCOSQuestChairDialogueLostIdle	FormID 060008C7	1	MEKSCOSQue_MEKSCOSQuestCha_000008C7_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000008C7_1.wav	File Not Found				Stop hiding, meat cushion.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Detection	Detection	AlertIdle	MEKSCOSQuestChairDialogueAlertIdle	FormID 060008C3	1	MEKSCOSQue_MEKSCOSQuestCha_000008C3_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000008C3_1.wav	File Not Found				I know there's a meat cushion lurking around here somewhere.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Detection	Detection	AlertIdle	MEKSCOSQuestChairDialogueAlertIdle	FormID 060008C4	1	MEKSCOSQue_MEKSCOSQuestCha_000008C4_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000008C4_1.wav	File Not Found				I know someone's here.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Miscellaneous	Miscellaneous	SharedInfo	MEKSCOSQuestChairDialogueSharedInfo	FormID 060008D7	1	MEKSCOSQue_MEKSCOSQuestCha_000008D7_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000008D7_1.wav	File Not Found				I hope you've learned your lesson.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Miscellaneous	Miscellaneous	SharedInfo	MEKSCOSQuestChairDialogueSharedInfo	FormID 060008D8	1	MEKSCOSQue_MEKSCOSQuestCha_000008D8_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000008D8_1.wav	File Not Found				Never underestimate a chair again!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Miscellaneous	Miscellaneous	SharedInfo	MEKSCOSQuestChairDialogueSharedInfo	FormID 060008D9	1	MEKSCOSQue_MEKSCOSQuestCha_000008D9_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000008D9_1.wav	File Not Found				No... I have become splinters...	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Miscellaneous	Miscellaneous	SharedInfo	MEKSCOSQuestChairDialogueSharedInfo	FormID 060008DA	1	MEKSCOSQue_MEKSCOSQuestCha_000008DA_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000008DA_1.wav	File Not Found				It's time for you to learn the true power of Chairs.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Miscellaneous	Miscellaneous	SharedInfo	MEKSCOSQuestChairDialogueSharedInfo	FormID 060008DB	1	MEKSCOSQue_MEKSCOSQuestCha_000008DB_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000008DB_1.wav	File Not Found				You're dead!	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Miscellaneous	Miscellaneous	SharedInfo	MEKSCOSQuestChairDialogueSharedInfo	FormID 060008DC	1	MEKSCOSQue_MEKSCOSQuestCha_000008DC_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000008DC_1.wav	File Not Found				Found you, meat cushion.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Miscellaneous	Miscellaneous	SharedInfo	MEKSCOSQuestChairDialogueSharedInfo	FormID 060008DD	1	MEKSCOSQue_MEKSCOSQuestCha_000008DD_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000008DD_1.wav	File Not Found				Must've thought twice about messing with me.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Miscellaneous	Miscellaneous	TimeToGo	MEKSCOSQuestChairDialogueTimeToGo	FormID 060008C1	1	MEKSCOSQue_MEKSCOSQuestCha_000008C1_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000008C1_1.wav	File Not Found				Meat chushion, meet door. Now.	Neutral 50			
FFFFFFFF	--	--	--	--	MEKSCOSMaleChairGrumpy	MEKSCOSQuestChairDialogue	(none)	Miscellaneous	Miscellaneous	PlayerShout	MEKSCOSQuestChairDialoguePlayerShout	FormID 060008BD	1	MEKSCOSQue_MEKSCOSQuestCha_000008BD_1	Data\Sound\Voice\MarkekrausSentientChairsOfSkyrim.esp\MEKSCOSMaleChairGrumpy\MEKSCOSQue_MEKSCOSQuestCha_000008BD_1.wav	File Not Found				Great. A Dragonborn meat cushion.	Neutral 50			
